Category,Text,Link,Source
0,"empiezo cosa inevitablemente escuchar persona ahí hablar teoría fraude electoral teoría fraude electoral si mil prueba mil prueba comenzar intervención roberto centeno economista seguidor donald trumpir 

 ir parte ayer suceder convocar manifestación haber ser pacífico manera suponer vicepresidente unidos mike pence ir presentar lista alternativa seis litigio consecuencia él ir seguir votación tomar él   día aproximadamente hacer auditoría votación seis explicar experto economista roberto centeno 

 roberto centeno seguir opinión sucedido capitolio claro poder hacer pasar vicepresidente mike pence rata abandonar barco traicionar donald trump 

 roberto centeno detrás asalto capitolio grupo antifascista hacer referencia mensaje recibir email referir suposición ir hablar ahora violencia llamada antifascista camarada antifascista olvidéis infiltraro patriota seguidor donald trump manifestación día seis llevar gorra trump bandera unidos incluso mejor uniforme policía disfrazado insignia 

 persona fbi decir inmediación capitolio ver autobús lleno antifaz meter rápidamente gente varios foto varios persona capitolio si patriota obispo soria asegurar economista defensor donald trump 

 decir senado pájaro entrar ser desalojar edificio senado subir silla vicepresidente levantar puño alto suceder decir promover algarada ser antifascista concluir roberto centeno 
",https://www.antena3.com/Noticia/mundo/la-opinion-de-roberto-centeno-sobre-el-asalto-al-capitolio-de-eeuu-han-sido-infiltrados-de-extrema-izquierda_202101075ff6cf9dbc50ef0001184e21.html,antena3
0,"caso aislado acceso uno imagen cartel empezar circular universidad valencia calle capital turia parecer grupo feminista radical sindicato estudiante país catalán supuestamente detrás dichos cartel tal poder leer bajo anuncio invitar visitar red social 

 anuncio incitar claramente quemar varón falla ciudad turia lugar partir próximo sábado   marzo grupo feminista radical partidario desaparición castellano aula comunidad valenciano anuncio red social incitar educación plenamente valenciano 

 si mensaje apoyo fidel castro defensa revolución cubano perfil organización poder calificar él sindicato comunistamarxista feminista marcado nacionalismo catalanista duda ejemplo nuevo generación joven valenciano 

 esperar cartel incitación odio publicar policía tomar carta asunto poder ponerl freno delito incitación odio violencia tipificado código penal cuatro año cárcel perseguir fomentar promover incitir directa indirectamente odio hostilidad discriminación violencia grupo parte mismo persona determinado razón pertenencia aquél motivo racista antisemita u referente ideologío religión creencia situación familiar pertenencia miembro etnia raza nación origen nacional sexo orientación identidad sexual razón género enfermedad discapacidad poder apreciar anuncio caber perfectamente dentro descripción autor susceptible tener pena cuatro año cárcel publicación",https://casoaislado.com/las-feministas-llaman-a-quemar-a-los-hombres-durante-las-fallas-de-valencia/,casoaislado
0,"ver red social feminismo radical común nunca saber si último propuesta real tratar simplemente nuevo fake difícil distinguir realidad ficción segundo soler superar creces primero calendario nombre mujer enero febrera marza prohibir ordeñar vaca símbolo opresión heteropatriarcado 

 animalista pedir prohíbir ordeñar vaca nadie pensar madre 

 reinventar regla español suficiente llegar último ocurrencia adalid progresismo siglo xxi nuevo violación inversar 

 atención definición desperdicio 

 violación inverso rechazar tener relación mujer cuerpo cumplir canon estético forma acoso machista 

 decir hablar término menos eufemístico muchísimo terrenal si mujer querer sexo acostar tú cualquiera circunstancia si hombre rechazar concubina apetecer atraer simple llánamente gustar maldito machista enervado heteropatriarcado machismo cultural punto 

 así sabéis hombre mundo mujer querer acostar él cosa engañer soler ocurrir solo contadísima ocasión aceptar aunque auténtico orco prima segundo chewbacca poder decidir quién relación sexual llevar machismo malo 

 pasar si pasar revés si hombre ocurrir absoluto barbaridad proclamar cuatro viento mujer meter él cama aunque parecer atractivo atajo baboso hablaríamo aquí violación inversa simplemente violación secas 

 cuidado peligroso perversión lenguaje tanto moda defensor ultranza todo cualquiera día poder llevar disgusto medianoche vez ir poder echar él culpa alcohol",https://www.mediterraneodigital.com/sociedad-y-tiempo-libre/st2/las-feministas-inventan-la-nueva-violacion-inversa,mediterraneodigital
1,"  pasaporte nuevo   dólares 

 cuanto día navidad   stuart dempster alquilar auto ir bangkok ciudad rural ban phai noreste tailandia dempster entrenador australiano atletismo   año acompañar contratista seguridad alto fornido ambos preparar secuestrar hija dempster 

 mientras dirigir todo velocidad hacia norte pasar reserva lam takhong rodeado montaña parque nacional khao yai dempster seguro esperar ver hija cinco año n casi año casa brisbane acordar gastar varios mil dólares emplear brad stillir contratista través empresa llamado child recovery australiir poco agencia reúnir padre hijo expareja llevar stilla encontrar dempster hotel bangkok después volar china presumir saber kungfu 
 después varios hora auto detener afuera escuela santo redentor ban phai academia católico privado encontrar calle concurrido arbolada centro ciudad dempster stilla caminar hacia entrada amplio ventilado atrio junto cancha baloncesto dempster percibir sensación nervioso estómago menudo ocurrir carrera importante dentro escuela preguntar dónde poder encontrar n profesor señalar aula piso arriba preguntar si hija reconocer 

 once mes esposa dempster mujer tailandés llamado atchariya chaloemmeeprasert llevar n r phai  visitar familiar época infeliz matrimonio diferencia edad   año pelear frecuencia dormir habitación separado viaje r phai atchariya nunca llamar casa día previsto volver tío escocés negocio tailandia decir dempster querer hablar planear quedar él ban phai hija 
 difícil pensar claridad recordar dempster solo pensar hacer malo nadie perfecto regla absoluto criar hijo relación hacer justificar situación 

 menudo poder hacer policía tribunal familiar padre llevar niño extranjero permiso embargo australia unidos decena país padre quedar país poder solicitar devolución niño conforme tratado internacional   convenio aspecto civil sustracción internacional menor país adoptar pacto acordar ayudar resolver caso secuestro parental internacional devolver niño residencia habitual tribunal familiar local poder establecer custodia principios   después n desaparecer tailandio dempster poner contacto oficina fiscal general australia solicitar regreso hija pronto sentir frustrado proceso papeleo complicado trabajador social tardar responder él mensaje gobierno australiano abordar tema tailandia autoridad local asegurar poder localizar atchariya sistema deficiente decir dempster fallar tiempo 

 paso mes dempster empezar considerar opción leer internet acerca cazarrecompensa dedicar recuperar niño secuestrado todo industria agente recuperación hacer llamar operar zona ambiguo término legal ético llevar niño tras encontrar él calle país extranjero 

 abogado oficina fiscal general australia pedir dempster evitar grupo menudo infringen ley sobornar policía pasar contrabando niño través frontera padre perder decena mil dólares manos agente resultar ser deshonesto inepto incluso recuperación exitoso poder poner niño peligro dos mal hacer bien decir abogado 

 obstante dempster quedar impresionado sitio web child recovery australiir final   viajar costa sol australia conocer fundador empresa investigador privado cabello cano llamado colin chapmar comenzar rastrear niño colaborador televisora australiano década   después escuchar historia dempster chapmar mostrar imagen ban phai google earth explicar cómo obtener nuevo pasaporte hija 

 asegurar poder organizar recuperación   dólares decir dempster reunierar stilla tailandia 
  ayúdenme poder respirar 

 dempster asomar salón clase escuela santo redentor inmediato ver n pupitre junto ventana recoger mientras stilla seguir hablar teléfono chapmar supervisar operación australia bien decir stilla según recordar chapmir ir bien 

 imagen dos extranjero llevar niña pequeño causar alarma santo redentor taweerart nilda impartir clase escuela atchariya hermano mayor estudiante ahí década atrás seguir dempster stilla mientras salir toda prisa tratar preguntar pasar stillar ignorar entrar si autoridad recordar importar 

 afuero típico día invernal tailandés cerca   grado celsius cielo azul despejado estudiante mayor jugar fútbol taweerart profesor seguir dempster stilla patio pasar estatua jesucristo bajo toldo rojo blanco dempster stilla llegar calle empezar formar multitud conductor negar abrir puerta auto taweerart comenzar apartar n brazo dempster recordar niña gritar tailandés ayúdenmar poder respirar 

 aún teléfono champar stilla hacer intento inútil usar voluminoso figura defender él maestro explicar n hija dempster ahora hacer decir teléfono 

 cuánto dinero contigo responder champar empezar agitar él 

 confrontación agravar aparecer oficial policía escena acercar dempster tratar alejar él codazo solo fuerza multitud acercara aún grupo profesor varón forcejeó dempster tratar arrancar él n brazo 

 cuánto tiempo poder sujetar niña preguntar dempster hacer estira afloja pensar demasiado estrés así dejar ir 
  industria secuestro niño 

 gente pensar secuestrador menudo imaginar extraño camioneta oscuro atraer joven víctima dulce mayoría secuestro niño unidos ocurrir interior familia   departamento informar casi   caso nuevo secuestro padre llevar propio hijo extranjero parte debido gran cantidad matrimonio intercultural país australia tasa relativamente alto secuestro internacional niño padre solicitar través convenio retorno   niño año 

 proceso legal complejidad infame país india nunca firmar convenio japón aceptar pacto   historial tanto deficiente devolución niño conocer agujero negro secuestro niño incluso ambos país involucrado disputa custodia parte tratado proceso poder tardar año llevar él cabo caso país poner lado propio ciudadano independientemente prueba 

 debilidad inconsistencia llevar padre buscar atajo alto riesgo secuestrar hijo recuento oficial número empresa pretender ofrecer servicio recuperación niño número padre utilizar embargo entrevista grupo defensa menor funcionario orden público compañía dedicar actividad sugerir industria pequeño alrededor docena agencia activo largo último década general solo realizar puñado operación año 

 implicado industria plagado peligro estafa riña cruz fronterizo frustrado detención internacional acuerdo casi   entrevista padre psicólogo abogado familiar funcionario policía agente secuestro infantil agente decir trabajar autoridad local hacer cumplir órden tribunal familiar obstante menudo intervenir escuchar ambos parte historia veces devolver niño padre luego perder custodia tribunal ser acusar violencia doméstico secuestro rescate incluso exitoso poder ser dañino niño pues dejar cicatriz psicológico persistir edad adulto además padre asumir gran parte riesgo empresa poder llevar cabo vigilancia planear ruta escape requerir padre solicitante tomar físicamente niño 

 industria regulado caso salir mal decir vicky mayes portavoz reunitir organización británico beneficencia ayudar padre niño secuestrado riesgo enorme padre gran riesgo financiero gran riesgo seguridad hijo 

 década padre trabajar agente experiencia militar gus zamorar exranger ejército florida michael taylor ex boina verde conocido diseñar fuga ejecutivo nissan carlos ghosn japón último año recurrir empresa nombre evocar prestigio empresarial abp world group preston findlay abogado centro nacional niño desaparecido explotar organización fin lucro virginia guardar pila copia impreso empresa secuestro niño gaveta escritorio mundo gaveta preocupación directo decir findlay veces grupo nunca oer hablar veces aparecer cambiar nombre grupo poder publicar foto tipo ver publicado sitio 

 general grupo recuperación niño poco empleado tiempo completo mayor frecuencia delegar operación terreno trabajador independiente pagar día agente hacer publicidad agresivo anunciar secuestro red social conceder entrevista reportero denigrar rival industria larga publicación blogs   dos agente child recovery australia acorralar hombre centro comercial malasia mientras exnovia actriz telenovela australiano elizar szonert tomar hijo seis año chapmar fundador empresa filmar operación video circular medio australiano finalmente padre ganar custodia exclusivo tribunal familia australiano 

 largo año desarrollar red intermediario dentro industria abogado grupo defensa poner padre desesperado contacto agente veces cambio tarifa década eric kalmus empresario ángel separar propio hijo después separar él esposa servir conducto padre abandonado exsoldado afirmar recuperar niño   dólar kalmu entrenar padre engatusarir esposa distanciar si fallar referir agente secuestro unidos europa vez operación colapsar padre volviar hacer encantar ayudar gente decir kalmu noventa ciento vez ir bien luego salir mal diablo   dólares diablo 

 propio agente soler cobrar padre costo poder ser abrumador kerry bartlett trabajar secretaria hospital área londres vender casa recaudar aproximadamente   dólares necesitar sacar hijo hija norte chipre   regresar inglaterra niño hogar mudar él albergue gobierno 

 único oportunidad sacar niño decir bartlett querer nadie intentar disuadir yo 

 incluso operación relativamente sencillo poder costar decena mil dólares primavera   keith schafferius investigador privado australia afirmar haber recuperar cien niño largo varios década contratar padre australiano regresar lituania niño jardín infante mañana schafferius esperar casa madre salir llevar niño escuela agarrar calle gritar gritar volver cruzar frontera decir schafferius   año 

 bastante simple decir probablemente ganar   dólares 
  diferencia criminal 

 después tumulto santo redentor dempster sentar cafetería ban phai escribir cuaderno cuanto dejar ir n policía dejar libre intentar mantener él positivo cuaderno hacer lista salir bien hija reconocer problema policía 

 página blanco escribir nuevo plan regreso n 

 regreso brisbane llamar felton fundador abducted angels organización beneficencia sede reino unido ofrecer asesoramiento asistencia jurídico padre niño secuestrado felton aconsejar poner contacto agente secuestro llamado adam whittington 

 whittington exsoldado australiano luego trabajar policía londres dirigir child abduction recovery international empresa sede suecia recuperar éxito niño todo europa asia vez abordar abuelo niño tranquilo barrio polonia   año calvo cara bebé amable deseoso agradar siempre preparado anécdota divertido alguno operación especialmente complejo 

 aunque culpable hacer cosa parecer bonito vez admitir haber usar imagen archivo niño fotogénico publicación facebook anunciar rescate aunque insistir operación completamente real hacer cuatro año orquestar intento secuestro fallar manera tanto espectacular encabezado periódico australia mes 

   cadena televisión australiano channel   pagar whittington   dólares sacar dos hijo madre australiano llamado sally faulkner líbano padre día abril equipo trabajar whittington llevar niño calle barrio beirut controlado hezbollah trabajar medio oriente decir whittington mucho corrupción venir bien operación líbano terminar desastre niño poder salir país autoridad local arrestar faulkner whittington equipo noticia canal   ir documentar operación 

 whittington pasar tres mes tras reja conceder libertad bajo fianza permitir regresar suecia hijo faulkner permanecer líbano padre recuperación fallido vergonzoso rival whittington industria parecer percibir oportunidad chapmar intercambiar insulto línea whittington pasado denunciar child abduction recovery international medio australiano ser arrogant comportamiento decir periodista local pensar 

 después salir prisión whittington embarcar agresivo campaña larga incoherente publicación blog acusar chapman sabotear operación líbano afirmar varios agente secuestro niño estafar padre desesperado chapmar demá responder indignación alegar whittington exagerar número niño recuperar mentir finanza falsificar correo electrónico difamar rival 

 whittington insistir detractor mentiroso admitir abiertamente violar ley mundo jactar sobornar policía funcionario fronterizo   arrestar operación singapur acusar someter anciano llave estrangulamiento hacer ayudar niño decir whittington diferencia criminal veces cruzar línea malo causa 

 pesar todo ira línea whittington poder ser escucha atento dempster llamar impresionar calma agente aparente profesionalismo sentir tranquilo decir dempster dormir mejor noche 

 aceptar cliente whittington realizar evaluación descartar padre violento abusivo enviar posible cliente cuestionario detallado revisar antecedente penal pedir órden judicial relación custodia hijo aun así reconocer verificación completo antecedente imposible poder extraer pasado persona comentar whittington mucho persona cometer violencia doméstico nunca capturar 

 confiar instinto decir haber perfeccionar carrera policía sensación extraño veces provocar gente dempster rápidamente pasar prueba tan solo después hablar stuart teléfono poder dar yo cuenta tipo encantador comentar whittington 
  deber ser buen hombre 

 principio dempster inspirar buen presentimiento atchariya conocer sitio web cita llamado thai love link veintitantos año acabar graduar él universidad bangkok dempster doblar edad nunca casar decir esperar conocer mujer tailandia único extranjero conocer principio intercambiar mensaje principalmente practicar inglés embargo tiempo conversación volver íntimo dempster prometer visitar familia ban phai quedar impresionado cumplir promesa 

 pensar deber ser buen hombre recordar atchariya mujer profundamente cristiano hacer llamar tanto poder hablar entender yo mutuamente fácil hacer él sonreír 

 pareja comprometer tailandia casi seis mes embarazo atchariya vivir dempster wanganui nuevo zelanda nacer n marzo   familia mudar regularidad primero ciudad darwin norte australia luego brisbane mayor parte tiempo atchariya quedar casa cuidar n mientras dempster entrenar atleta veces dificultad económico decir tiempo trabajar salón masaje cosechar fresa 

 dempster atchariya hablar matrimonio forma diferente vivir junto relatar dempster encantador hombre visitar ban phai veces poner furioso romper plato silla atacar afirmar patear tanto fuerza dejar marca día darwin lanzar plato pared empezar estrangular él sostener soltar cargar n huir casa vecina luego refugio mujer tarde decir dempster escribir carta pedir él volver aceptar querer tener familia completo decir 

 mientras vivir brisbane   sospechar dempster ver mujer discusión decir empuñó cuchillo presentar denuncia autoridad local solicitar orden violencia doméstico documento legal australia básicamente funcionar orden restricción después responder mismo modo presentar propio denuncia enero   ayuda amigo iglesia 

 momento atchariya programar vuelo tailandia n visitar familia decidir volver dempster enterar quedar ban phai decir creer ganaste relatar 

 pensar competencia decir atchariya ver así solo querer alejar yo situación 

 dempster negar haber maltratar engañado atchariya acusa actuar salir correr casa darwin decir después discusión ataque físico hecho decir dempster veces temer propio seguridad hija atchariya solo amenazar cuchillo agregar sino lanzar clavar pierna 

 chapmar whittington afirmar hablar cierto aspecto acusación atchariya contacto policía australiano asegurar prueba maltrato embargo dempster decir menudo preocupar vecino conocido aceptar versión historia esposa 

 sentir impotente quién ir creer él hombre comentar 
  enfrentamiento embajada 

 whittington aceptar caso dempster aproximadamente   dólares obstante pasar mes poder intentar secuestrar n mayo   ejército tailandés derrocar gobierno civil mediante golpe parecer momento inoportuno pasar contrabando niña través frontera internacional 

 después intento secuestro navidad n regresar escuela ban phai estudiar inglés parte programa bilinge vivir familia extendido casa blanco dos piso balcón dar calle arbolado mientras whittington preparar secuestro viajar ban phai instalar dispositivo rastreo auto madre atchariya enero   creer tener suficiente información capturar n dempster volver ban phai mañana mes vestido ropa oscuro hombre escabulleron patio atchariya n puerta atrás conversar abuela hacer desayuno área cocina aire libre alrededor   mañana dos hombre correr hacia casa",https://www.nytimes.com/es/2020/08/19/espanol/negocios/secuestros-internacionales-ninos-divorcio.html,nytimes
1,"sistema inmunitario defensa organismo infección 
 entender cómo actuar vacuna covid útil primero saber cómo combatir enfermedad organismo germen virus causar covid invadar organismo atacar multiplicar invasión llamado infección causar enfermedad sistema inmunitario diverso herramienta combatir infección sangre contener glóbulo rojo transportar oxígeno tejido órgano glóbulo blanco inmunitario combatir infección diferente tipo glóbulo blanco combatir infección diferente manera 

 macrófago glóbulo blanco absorbar digierar germen célula muerto punto morir macrófago dejar organismo llamado antígeno parte germen invasor organismo identificar antígeno peligroso estimular anticuerpo ataquir 
 linfocito b glóbulo blanco actuar defensa producir anticuerpo atacar parte virus dejar atrás macrófago 
 linfocito t tipo glóbulo blanco atacar célula organismo infectar 
 primero vez persona infectar virus causar covid cuerpo poder demorar varios día semana desarrollar usar todo herramienta necesario combatir germen vencer infección después infección sistema inmunitario persona recordar aprender cómo proteger organismo enfermedad 

 organismo conservar linfocito t conocido célula memoria entrar acción rápidamente si organismo volver encontrar mismo virus detectar antígeno familiar linfocito b producir anticuerpo atacarlo experto seguir estudiar comprender cuánto tiempo célula memoria poder proteger persona virus causar covid 

 cómo actuar vacuna covid 
 vacuna covid ayudar organismo desarrollar inmunidad virus causar covid él contraer enfermedad diferente tipo vacuna actuar diferente forma aportar protección tipo vacuna organismo quedar suministro linfocito t memoria además linfocito b recordar cómo combatir virus futuro 

 general después vacunación organismo demorar semana producir linfocito t linfocito b consiguiente posible persona infectar virus causar covid justo justo después vacunar él enfermar vacuna suficiente tiempo generar protección 

 veces después vacunación proceso generar inmunidad poder causar síntoma ejemplo fiebre síntoma normal señal organismo desarrollar inmunidad 

 tipo vacuna 
 actualidad tres tipo principal vacuna covid pronto entrar etapa ensayo clínico gran escala fase   unidos continuación describir cómo actuar cada tipo vacuna hacer organismo reconocer virus causar covid proteger mismo ninguno vacuna poder hacer usted enfer yo covid 

 vacuna arnm contener material virus causar covid instruir célula crear proteína inocua exclusiva virus vez célula copiar proteína destruir material genético vacuna organismo reconocer proteína deber presente creer linfocito t linfocito b recordar cómo combatir virus causar covid si infectar futuro 
 vacuna subunidad proteica incluir porción inocua proteína virus causar covid lugar germen completo vez vacunado sistema inmunitario reconocer proteína ajeno organismo comenzar crear linfocito t anticuerpo si llegar infectar futuro célula memoria reconocer virus combatir 
 vacuna vector contener versión debilitado virus vivo virus diferente causar covid material genético virus causar covid incorporado llamar vector viral vez vector viral célula material genético dar instrucción célula producir proteína exclusiva virus causar covid instrucción célula hacer copia proteína despertar organismo respuesta empezar crear linfocito t linfocito b recordar cómo combatir virus si llegar infectar futuro 
 mayoría vacuna covid deber aplicar él dosis 
 exceptuar todo vacuna covid actualmente fase   ensayo clínico unidos deber administrar dos dosis primero dosis empezar generar protección segundo administrar uno semana después necesario lograr máximo protección ofrecer vacuna vacuna fase   ensayo clínico administrar solo dosis 

 resumen 
 vacunar él varios medida poder tomar proteger él proteger persona covid   proteger él covid crucial caso persona enfermedad poder ser grave incluso ocasionar muerte 

 detener pandemia necesario utilizar todo herramienta disponible vacuna actuar junto sistema inmunitario organismo preparado combatir virus si ver expuesto mismo medida uso mascarilla distanciamiento social ayudar reducir riesgo expuesto virus propagar él persona mejor protección covid vacunar él seguir recomendación cdc proteger él proteger persona covid",https://espanol.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/how-they-work.html,espanol
1,campesino zona preocupado condición climático carecer respaldo alguno seguro alguno momento servir apoyo caso siembra sufrir alguno afectación fenómeno natural informar representante agrupación campesino consuc israel garzón año pasado atípico tema climático helada afectar producción pequeño productor seguro tema exponer gobernador luis miguel barbosa huerta ver forma cómo ir cubrir faltante referir cultivo maíz frijol si seguro tipo siembra carecer beneficio caso pagar productor costoso buscar financiamiento productor pérdida económico ejemplo mencionar diciembre helada afectar cultivo jitomate deber prevenir tipo daño económico cambio climático llegar afectar buscar financiamiento campesino pérdida económico cambio clima decir hacer nuevo plan trabajo incrementar producción mejoramiento sistema semilla caso resistente cambio climático además seguramente año ir tener cambiar fecha cultivo adelantar lluvia atrasar condición campo mejor ejemplo producir hectárea maíz costar     mil pesos   superficie obtener cuatro tonelada cinco tonelada si cada tonelada costar cinco mil pesos campesino obtener promedio   mil pesos siete mil peso utilidad año dinero recibir   kilo tortilla costar alrededor   pesos si consumidor final dar valor final producto tortilla ganar   vez mientras productor correr riesgo trabajar día utilidad menor buscar organización dar él valor agregado producto final representante consuc añadir precio poder variar manejar precio internacional pedir gobierno federal aplicar programa través ir comprar cosecha campesino ir tener sobreprecio buscar gobierno región tehuacán comprir producción maíz   kilo productor salir mejor librado forma valor agregado mejorar precio final beneficio productor abundar pandemia coronavirus afectar méxico campesino dejar trabajar tierra iniciar ciclo siembra marzo preparar pandemia pandemia pueblo méxico comer ir hacer planeación trabajar gobierno programa cultivo ver referentar crédito maquinaria insistir pandemia pandemia trabajar tierra buscar apoyo campesino,https://www.milenio.com/politica/comunidad/campesinos-seguro-preocupados-cambios-clima-tehuacan,milenio
1,"tres hora cao incertidumbre vivir noche anterior aeropuerto internacional rafael núñez cartagena suspensión operación reparar primero capa asfáltico pista presentar desprendimiento   noche solucionar   pm fragmento pista soltar partícula asfalto poder ser peligroso vuelo pese incidente grave solucionar falla representar riesgo despegue aterrizaje aeronave explicar fuente sociedad aeroportuario costa sacsa operadora aeropuerto cartagena tiempo embargo sala espera exterior terminal aéreo convertir cao cuenta usuario desesperado retraso vuelo violar distanciamiento social medio pandemia 

 horario sólo vuelo programado itinerario cartagena bogotá latam diálogo aerolínea adelantar 
 cerrar madrugada sábado 

 evitar cierre inesperado sacsa informar terminal aéreo cerrado   medianoche viernes   am mañana sábado ejecución labor mantenimiento pista 

 horario sólo vuelo programado itinerario cartagena bogotá latam diálogo aerolínea adelantar señalar fuente sacsa",https://www.eltiempo.com/colombia/otras-ciudades/aeropuerto-de-cartagena-opera-normal-pero-habra-cierre-esta-madrugada-559500,eltiempo
0,"todo policía país negar salir calle ser víctima tipo agresión criminal pasividad pedro sanchez gobierno social comunista bolivariano 
 favor difundir imagen país enterar pasar policía evidente indefensión falta medio poder combatir guerra criminal trasladar año 
 cambiar asesinato tiro nuca apedreamiento discreción matar 
 poder consentir 
 rey 
 ir llegar 
 poder decir democracia 
 querer fuerza armado si matar literalmente hacer 
 vídeo hacer él llegar mundo unión europea 
 parar 
 juego supervivencia unidad españa 
 posible vicepresidente gobierno miembro mismo apoyar animir guerrillero callejero adoctrinado seguir guerra callejero criminal saqueo comercio destrozo pleno vía público 
 cataluña convertir región reinar insurrección anarquir 
 hacer él viral bien españa español 
 ojo 
 momento españa poder servir lección si cosa dejar culpar cuerpo seguridad actuar desproporcionadamente 
 cataluña mosto poner escudo policía solo poner policía deber tratar él sudamérica",https://perma.cc/2NX8-GKND,perma
0,"país hispanoamericano excepción cuba firmante pacto san josé reconocer derecho vida 

 jerarquía constitucional base sostener argumento despenalizar aborto implicar ir ley 
 corte constitucional colombia mantener postura     impedir despenalización aborto 
 todo magistrada oponer despenalización total aborto desmontar relato feminista causa mujer",https://oigaNoticia.com/2021/02/01/corte-en-colombia-le-dice-no-al-aborto/,oigaNoticia
1,rumor situar científico   año haber crear coronavirus habérselo vender china último hora circular vídeo red detención ser responsable propagación coronavirus tratar información falso experto nanotecnología ser arrestar ver covid embargo decir charl lieber espía chino creación virus tratar desestabilizar unidosquién charl lieber ser arrestadochar él lieber director departamento biología químico universidad harvard especializado nanociencia año       convertir científico estratégico universidad tecnológico wuhan wut participar programa thousand talents program plan mil talento plan reclutamiento investigador extranjero manera oculto embargo   lieber confesar nunca participar plana lieber acusar mentir vínculo gobierno chino financiar investigación ámbito nanotecnología fiscalía americano señalar participar plan mil talento llevado cabo china cuyo finalidad reclutar investigador extranjero mientras recibir fondo federal estadounidense estudiosthe new york times publicar científico americano recibir cada mes   dólares salario   año calidad gasto parte universidad wuhan recibir millón medio dólares universidad chino gobierno pekín construir laboratorio wuhan vez equipo investigación harvard recibir   millón instituto nacional salud norteamericano nih departamento defensa año detención presunto robo propiedad intelectual formar parte operativo estadounidense científico chino trabajar universidad unidos visitar país creación virus día hoy confirmado si origen coronavirus natural humano aunque investigación apuntar primero,https://www.marca.com/claro-mx/trending/2020/04/05/5e89ecf4268e3e48118b45b1.html,marca
0,"instituto mujer organismo dependiente ministerio igualdad publicar informe analizar serie producción español perspectiva género documento criticar serie chica cable casa papel élite avecinar gigante presentar mujer hipersexualizado cosificado asimismo señalar paquitar sala vivir permiso serie sobremesa machista pues rol mujer sumisa 

 informe estereotipo rol relación género serie televisión producción nacional elaborado asociación mujer cineasta audiovisual cima generalizar creación serie televisión quedar mano exclusivo varón aunque según número asociado sindicato guionista almar mujer representar minoría suponer   total cifra todavía lejos exclusividad hacer referencia informe 

 lado informe hacer referencia rol mujer protagonista según estudio instituto mujer actriz serie español destacar pasividad conocer figurar florero skam vivir permiso paquitar sala cuéntamar acacia   amar siempre serie minusvalorir mundo mujer tiempo promover masculinidad estereotipado protagonista vivir hombre además serie sobremesa recrear sociedad año   año   informe atacar serie ambientada actualidad mujer hipersexualizado cosificación abuso aparecer élite gigante avecinar señalar nuevo recreación año   chica cable actriz serie belleza extraordinario maquillaje efecto cuerpo diez él según informe fin lucir forma atractivo generar placer espectador incluso cosificación cuerpo buen parte vez emplear justificar aparición relato si protagonista agraciado desempeñar papel maldad femenino 

 solo librar crítica ninguno pues aquel aparecer mujer saber valer él mismo profesional solvencia económico activo nivel sexual realidad solo representar visión masculino mujer moderno mismo deseo rol varón moderno término proyectar propio deseo caso informe señalar casa papel hierro caza monteperdido avecinar 

 definitiva irenir montero considerar acoso broma mirada ahora serie televisión español hipersexualizar mujer poder decir increpar propio marido pablo iglesia consumir contenido sexista si recordar iglesia seriéfilo además deber considerar acosador sexual comentario marilar montero rita maestre andrea levy conducta indo él machisto",https://www.mediterraneodigital.com/feminismo/series-sexistas,mediterraneodigital
1,"ayer comentario internet apuntar presidente andrés manuel lópez obrador proponer cobre impuesto   peso dueño mascota perro gato 

 supuesto declaración ser realizar mandatario gira quintana roo embargo totalmente falso ayer comentario internet apuntar presidente andrés manuel lópez obrador proponer cobre impuesto   peso dueño mascota perro gato 

 supuesto declaración ser realizar mandatario gira quintana roo embargo totalmente falso noticia falso provenir blog incluir cita textual lópez obrador afirmar impuesto tenencia perro gato aunque texto cita contexto intentar hacer creer incluso blog afirmar medida desprender necesidad ejecutivo contar fondo suficiente cubrir programa social activar él contingencia contemplado presupuesto anual 

 difusión dicho noticia falso generar múltiple comentario indignación red social 

 apenas   junio iniciar llamado impuesto digital retención persona físico uso plataforma uber mercado libre sumar noticia falso impuesto mascota 

 peligroso información falso poder contribuir abandono mascota según organización pedir frenar difusión información",https://www.eluniversal.com.mx/nacion/politica/es-verdad-que-amlo-quiere-cobrar-un-impuesto-por-tener-mascotas,eluniversal
